NCM;Categoria;Descri????o;IPI;In??cio da Vig??ncia;Fim da Vig??ncia;uTrib;Descri????o da uTrib;GTIN Produ????o;GTIN Homologa????o;Observa????o
90041000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90041000 - ??CULOS DE SOL;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90049010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90049010 - ??CULOS P/CORRE????O;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90049020;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90049020 - ??CULOS DE SEGURAN??A;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90049090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90049090 - QQ.OUTS.??CULOS PARA CORR.,PROTE????O,ETC;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90051000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90051000 - BIN??CULOS;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90058000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90058000 - LUNETAS E OUTS.INSTR.D/ASTRONOMIA/ARMA????ES;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90059010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90059010 - PARTES E ACESS??RIOS DE BIN??CULOS;15;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90059090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90059090 - OUTRAS PARTES DE LUNETAS,TELESC??PIOS;15;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90061010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90061010 - FOTOCOMPOSITORAS A #LASER# P/PREPAR.D/CLICH??S;;01/01/2016;31/03/2017;UN;UNIDADE;;;
90061090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90061090 - OUTS.C??MS.FOTOGRS.UTIL.PREPAR.CLICH??S/CILINDS.IMPRESS??O;;01/01/2016;31/03/2017;UN;UNIDADE;;;
90063000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90063000 - APAR.FOT.SUBM.A??R,??RG??OS INT.,LABORAT??RIO;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90064000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90064000 - APAR.FOT.P/FILMES REV.COPIAGEM INSTANT??NEAS;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90065100;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065100 - APAR.FOT.VISOR REFLEX FILMES ROLOS AT?? 35MM;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90065200;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065200 - OUTROS P/FILMES,EM ROLOS, LARGURA <35MM;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90065310;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065310 - APAR.FOTOG.FOCO FIXO,ROLO LARG =35MM;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90065320;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065320 - APAR.FOT.FOCO AJUST??VEL PELIC.ROLOS LG.35MM;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90065910;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065910 - OUTROS APAR.FOTOGR??FICOS FOCO FIXO;;01/01/2016;31/03/2017;UN;UNIDADE;;;
90065921;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065921 - OUTS.AP.FOTOG.FOCO AJUST.NEG.SUP.A 45X60MM;;01/01/2016;31/03/2017;UN;UNIDADE;;;
90065929;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90065929 - OUTS.APARELHOS FOTOGR??F.D/FOCO AJUST??VEL;;01/01/2016;31/03/2017;UN;UNIDADE;;;
90065930;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;Novo NCM;0;01/01/2017;;UN;UNIDADE;11/03/2019;01/10/2018;
90065940;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;Novo NCM;15;01/01/2017;;UN;UNIDADE;11/03/2019;01/10/2018;
90065951;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;Novo NCM;15;01/01/2017;;UN;UNIDADE;11/03/2019;01/10/2018;
90065959;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;Novo NCM;15;01/01/2017;;UN;UNIDADE;11/03/2019;01/10/2018;
90066100;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90066100 - APAR.TUBO DESCARG.PRODU????O LUZ-REL??MPAGO;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90066900;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90066900 - OUTS.APAR.E DISP.DE LUZ-REL??MPAGO (#FLASH#);15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90069110;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90069110 - CORPOS DE APARELHOS FOTOGR??FICOS;15;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90069190;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90069190 - OUTS.PART.ACESS.DE APARELHOS FOTOGR??FICOS;15;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90069900;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90069900 - OUTS.PART.ACESS.L??MP.TUB.LUZ-REL??MP.P/FOT.;15;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90071000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90071000 - C??MERAS CINEMATOGR??FICAS,C/APARS.D/GRAVA????O/REPR.D/SOM;30;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90072020;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90072020 - PARA FILMES DE LARGURA >=35MM MAS <=70MM;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90072090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90072090 - OUTROS PROJETORES CINEMATOGR??FICOS;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90079100;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90079100 - PARTS.ACESS. P/C??MARAS CINEMATOGR??FICOS;20;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90079200;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90079200 - PARTES/ACESS.P/PROJET.CINEMATOGR??FICOS;20;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90085000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90085000 - PROJETORES FIXOS, APARS.FOTOGR.D/AMPLIFICA????O/REDU????O;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90089000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90089000 - PARTES ACESS.APAR.PROJ.FIXA.AP.FOT.AMPL/RED;20;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90101010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90101010 - CUBAS,CUBETAS AUT.PROG.ELETR.P/REVELA????O;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90101020;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90101020 - AMPLIAD.-COPIADS.AUT.P/PAPEL FOTOGR>1000C/H;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90101090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90101090 - OUTS.AP.MAT.REV.AUT.PELIC.FOTOGR.CINEM.COP.;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90105010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90105010 - PROC.FOTOG.P/TRAT.ELETR.D/IMAGEM SA??DA DIG.;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90105020;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90105020 - APARS.P/REVEL.AUT.D/CHAPS.D/FOTOPOL??MEROS C/SUP.MET??L.;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90105090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90105090 - OUTS.APARS./MAT.P/LAB.FOT.CINEMATOGR??F.ETC.;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90106000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90106000 - TELAS P/PROJ.FOTOGR??FICA/CINEMATOGR??FICA;20;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90109010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90109010 - PARTS.ACESS.P/AP.REVEL.AUT.PELIC.FOTOGR.ETC.;20;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90109090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90109090 - PARTS/ACES.P/OUTS.APS.UTIL.LABOR.FOTOGR.ETC.;20;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90111000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90111000 - MICROSC??PIOS ESTEREOSC??PICOS;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90112010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90112010 - MICROSC??PIOS P/FOTOMICROGRAFIA;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90112020;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90112020 - MICROSC??PIOS P/CINEFOTOMICROGRAFIA;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90112030;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90112030 - MICROSC??PIOS P/MICROPROJE????O;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90118010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90118010 - MICROSC??PIOS BINOCULARES DE PLATINA M??VEL;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90118090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90118090 - OUTS.MICROSC??PIOS ??PTICOS;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90119010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90119010 - PART./ACESS.P/MICROSCS.P/FOTOMICROGRAF.ETC.;5;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90119090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90119090 - PARTES E ACESS.P/MICROSC??PIOS ??PTICOS;5;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90121010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90121010 - MICROSC??PIOS ELETR??NICOS;0;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90121090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90121090 - OUTS.MICROSC??P.(EXC.??PTICOS)DIFRAT??GRAFOS;0;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90129010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90129010 - PARTS/ACESS.P/MICROSC??PIOS ELETR??NICOS;5;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90129090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90129090 - PARTES/ACESS.P/OUTS.MICROSC.DIFRAT??GRAFOS;5;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90131010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90131010 - MIRAS TELESC??PICAS P/ARMAS;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90131090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90131090 - PERISC??PIOS,LUNETA P/M??QS.AP./INSTR.??PTICOS;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90132000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90132000 - #LASERS#, EXCETO DIODOS #LASER#;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90138010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90138010 - DISPOSITIVOS DE CRISTAIS L??QUIDOS (#LCD#);5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90138090;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90138090 - OUTS.DISPOSITS.APARELHS. E INSTRUM.??PTICOS;15;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90139000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90139000 - PART./ACESS??RIOS D/MIRAS TELESC??PICAS,ETC.;15;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
90141000;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90141000 - B??SSOLAS,INCL.AGULHAS DE MAREAR;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90142010;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90142010 - ALT??METROS P/NAVEGA????O A??REA OU ESPACIAL;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90142020;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90142020 - PILOTOS AUTOM??TICOS P/NAVEG.A??REA/ESPACIAL;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
90142030;INSTRUMENTOS E APARELHOS DE ??PTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECIS??O INSTRUMENTOS E APARELHOS M??DICO-CIR??RGICOS SUAS PARTES E ACESS??RIOS;90142030 - INCLIN??METROS P/NAVEGA????O A??REA/ESPACIAL;5;01/01/2016;;UN;UNIDADE;11/03/2019;01/10/2018;
