NCM;Categoria;Descri????o;IPI;In??cio da Vig??ncia;Fim da Vig??ncia;uTrib;Descri????o da uTrib;GTIN Produ????o;GTIN Homologa????o;Observa????o
28211011;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28211011 - ??XIDO F??RRICO,C/TEOR D/FE2O3 SUP./IGUAL A 85%,EM PESO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28211019;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28211019 - OUTROS ??XIDOS F??RRICOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28211020;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28211020 - ??X.FERROSO-F??RRICO,TEOR FE304 = SUP.93% INC.;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28211030;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28211030 - HIDR??XIDOS DE FERRO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28211090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28211090 - OUTROS ??XIDOS DE FERRO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28212000;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28212000 - TERRAS CORANTES;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28220010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28220010 - ??XIDO SALINO DE COBALTO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28220090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28220090 - OUTROS ??XIDOS E HIDR??XIDOS DE COBALTO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28230010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28230010 - ??XIDOS DE TIT??NIO, TIPO ANATASE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28230090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28230090 - OUTROS ??XIDOS DE TIT??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28241000;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28241000 - MON??XIDO DE CHUMBO (LITARG??RIO, MASSICOTE);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28249010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28249010 - M??NIO (ZARC??O) E M??NIO-LARANJA (#MINE-ORANGE#);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28249090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28249090 - OUTROS ??XIDOS DE CHUMBO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28251010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28251010 - HIDRAZINA E SEUS SAIS INORG??NICOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28251020;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28251020 - HIDROXILAMINA E SEUS SAIS INORG??NICOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28252010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28252010 - ??XIDO DE L??TIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28252020;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28252020 - HIDR??XIDO DE L??TIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28253010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28253010 - PENT??XIDO DE DIVAN??DIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28253090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28253090 - OUTROS ??XIDOS E PENT??XIDOS DE VAN??DIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28254010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28254010 - ??XIDO NIQUELOSO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28254090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28254090 - OUTROS ??XIDOS E HIDR??XIDOS DE N??QUEL;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28255010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28255010 - ??XIDO C??PRICO,TEOR D/CUO SUP. 98% INCLUSIVE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28255090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28255090 - OUTROS ??XIDOS E HIDR??XIDOS DE COBRE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28256010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28256010 - ??XIDOS DE GERM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28256020;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28256020 - DI??XIDO DE ZIRC??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28257010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28257010 - TRI??XIDO DE MOLIBD??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28257090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28257090 - OUTROS ??XIDOS E HIDR??XIDOS DE MOLIBD??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28258010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28258010 - TRI??XIDO DE ANTIM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28258090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28258090 - OUTROS ??XIDOS DE ANTIM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28259010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28259010 - ??XIDO DE C??DMIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28259020;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28259020 - TRI??XIDO DE TUNGST??NIO (VOLFR??MIO);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28259090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28259090 - OUTS.??X.HID.E PER??X.,MET.OUTRAS BASES INORG.;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28261200;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28261200 - FLUORETO DE ALUM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28261910;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28261910 - TRIFLUORETO DE CROMO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28261920;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28261920 - FLUORETO ??CIDO DE AM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28261990;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28261990 - OUTROS FLUORETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28263000;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28263000 - HEXAFLUOROALUMINATO DE S??DIO (CRIOLITA SINT??TICA);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28269010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28269010 - FLUORALUMINATO DE POT??SSIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28269020;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28269020 - FLUOSSILICATOS DE S??DIO OU DE POT??SSIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28269090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28269090 - OUTS.FLUOR.FLUOSS.FLUORALUM.COMP.D/FL??OR;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28271000;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28271000 - CLORETO DE AM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28272010;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28272010 - CLORETO D/C??LCIO,TEOR C??LCIO >=98% EM PESO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28272090;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28272090 - OUTROS CLORETOS DE C??LCIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273110;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273110 - CLOR.D/MAGN.TEOR MGCL2 INF.98%,CA INF.0,5%;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273190;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273190 - OUTROS CLORETOS DE MAGN??SIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273200;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273200 - CLORETO DE ALUM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273500;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273500 - CLORETO DE N??QUEL;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273910;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273910 - CLORETO COBRE I (CLOR.CUPROSO/MONOCLORETO);0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273920;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273920 - CLORETO DE TIT??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273940;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273940 - CLORETO DE ZIRC??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273950;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273950 - CLORETO DE ANTIM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273960;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273960 - CLORETO DE L??TIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273970;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273970 - CLORETO DE BISMUTO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273991;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273991 - CLORETO DE C??DMIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273992;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273992 - CLORETO DE C??SIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273993;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273993 - CLORETO DE CROMO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273994;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273994 - CLORETO DE ESTR??NCIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273995;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273995 - CLORETO DE MANGAN??S;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273996;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273996 - CLORETO DE FERRO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273997;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273997 - CLORETO DE COBALTO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273998;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273998 - CLORETO DE ZINCO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28273999;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28273999 - OUTROS CLORETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274110;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274110 - OXICLORETOS DE COBRE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274120;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274120 - HIDROXICLORETOS DE COBRE;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274911;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274911 - OXICLORETO DE BISMUTO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274912;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274912 - OXICLORETO DE ZIRC??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274919;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274919 - OUTROS OXICLORETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274921;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274921 - HIDROXICLORETO DE ALUM??NIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28274929;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28274929 - OUTROS HIDROXICLORETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28275100;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28275100 - BROMETOS D/S??DIO OU DE POT??SSIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28275900;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28275900 - OUTROS BROMETOS E OXIBROMETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28276011;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28276011 - IODETOS DE S??DIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28276012;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28276012 - IODETOS DE POT??SSIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28276019;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28276019 - OUTROS IODETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28276021;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28276021 - OXIIODETOS DE POT??SSIO;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
28276029;PRODUTOS QU??MICOS INORG??NICOS COMPOSTOS INORG??NICOS OU ORG??NICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE IS??TOPOS;28276029 - OUTROS OXIIODETOS;0;01/01/2016;;KG;QUILOGRAMA;08/04/2019;01/11/2018;
